0.2,5.86446267237221e-05,2.345785068948884,2.345785068948884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4,0.0001172892534474442,4.691570137897768,4.691570137897768,102.449,82.263,63.3025,46.3471,32.7682,23.8187,20.9007,20.4692,20.3736,20.3645,20.3778,20.3925,20.5121,21.1711,21.9561,23.8754,28.4984,42.9298,62.2789,83.9562,18.4928,19.98410000000001,20.3727,17.8487,8.892800000000001,1.8626,0.2703999999999986,0.04289999999999949,0.01889999999999858,0.01330000000000098,9.92075328370668,13.82581798080695,19.17750062833997,23.84739229479394,15.69956711790917,4.069051093614828,0.6427107944038493,0.1046818914968522,0.0463620508216351,0.03264420516269572,2.751786193929627,0.5473489121676068,2.209589041095891,0.547743755036261,1.70030889067956,0.5509562181036799,1.244885844748858,0.5686569970453935,0.8801557883427344,0.5897421434327156,0.6397716894977169,0.6412946548482407,0.5613940370668816,0.7654687080311577,0.5498039215686276,1.153096964813323,0.5472360999194199,1.672814934192855,0.5469916733816814,2.255068493150685
0.6,0.0001759338801711663,7.037355206846653,7.0373552068466525,136.093,107.532,81.2019,57.5327,38.0032,23.8234,18.7217,17.9703,17.7939,17.7794,17.7926,17.8121,18.0087,18.9829,20.5116,24.0363,32.4039,55.8192,85.1449,117.46,18.633,22.38709999999999,25.38269999999999,25.1288,13.9669,3.311799999999998,0.2612000000000023,0.03839999999999932,0.01820000000000022,0.01320000000000121,7.348759430967094,11.61898494318727,18.5246651793045,27.94057146923499,22.5129151588907,7.469944738919584,0.6927536693135647,0.1067289252063685,0.05111498062124421,0.03710783762510179,3.655466022025248,0.4779102874026323,2.888315874294924,0.4784340585549289,2.181087832393231,0.4837147461724416,1.545331721729788,0.5098818157399947,1.020768197690035,0.5509427880741339,0.63989793177545,0.6456164383561644,0.5028659683051303,0.8703706688154714,0.4826833199033039,1.499307010475423,0.4779452054794521,2.2869970453935,0.4775557346226162,3.15498254096159
0.8,0.0002345785068948884,9.383140275795537,9.383140275795537,161.159,125.413,93.4509,65.1154,41.6318,23.7196,16.6725,15.5888,15.3257,15.3053,15.3183,15.3429,15.6218,16.9199,19.1626,24.1722,35.8818,66.9899,104.886,146.752,14.40699999999998,20.527,26.461,29.2336,17.4596,4.556999999999999,0.247399999999999,0.03299999999999947,0.01720000000000077,0.0129999999999999,4.678949436687868,8.913195454604669,16.49268764553655,28.94496085039981,26.5327335724272,10.6267868719422,0.7364761076910223,0.105733308555425,0.05608342082781989,0.0424509202053315,4.328740263228579,0.4114504431909751,3.3686005909213,0.4121112006446415,2.510096696212732,0.4196024711254365,1.749003491807682,0.4544695138329304,1.118232608111738,0.5147085683588505,0.6371098576416868,0.6492667203867849,0.4478243352135375,0.9637872683319904,0.4187160891753963,1.79935267257588,0.4116492076282568,2.817244157937147,0.4111012624227774,3.941767391888263
1.0,0.0002932231336186105,11.72892534474442,11.728925344744422,180.476,138.157,101.634,69.9654,43.8986,23.5079,14.9168,13.5225,13.1747,13.1484,13.161,13.1906,13.5496,15.1463,17.996,24.2311,38.6883,76.2002,121.436,171.93,8.545999999999992,16.721,25.43380000000001,31.2771,19.6675,5.511900000000001,0.2294999999999998,0.02709999999999901,0.01590000000000025,0.01259999999999906,2.425043841478292,6.441236859237345,14.30197341118863,28.78604226087101,28.86773316189562,13.28043870576018,0.7633943272649854,0.100103058129953,0.06030653927700519,0.04789162808729601,4.847596024711255,0.353505237711523,3.710905183991406,0.3543002954606501,2.729895245769541,0.3639430566747247,1.879274778404513,0.4068305130271287,1.179118990061778,0.4833736234219715,0.631423583131883,0.6508487778673114,0.4006661294654849,1.039170024174053,0.363215149073328,2.046741874832125,0.3538732205210852,3.2617781359119,0.3531668009669622,4.618049959709912
1.2,0.0003518677603423326,14.07471041369331,14.074710413693305,196.269,147.621,107.14,72.9618,45.1937,23.2042,13.4575,11.7906,11.3638,11.332,11.3438,11.3782,11.8115,13.667,16.9972,24.1855,40.8233,83.6271,135.177,193.552,2.717000000000013,12.44400000000002,23.5129,32.13849999999999,21.0082,6.207000000000001,0.2095000000000002,0.02090000000000103,0.01440000000000019,0.01179999999999914,0.6969865656288432,4.400314005049546,12.32544815117492,28.24491080115058,30.28025690696923,15.4397608043501,0.7723644675477899,0.08855144245639596,0.06331896930788934,0.0520378553347584,5.271796937953264,0.3046951383293043,3.965108783239324,0.3056191243620736,2.877786731130809,0.3172575879666936,1.959758259468171,0.3670964276121408,1.213905452591996,0.4565457964007521,0.6232661831856031,0.6496239591727103,0.3614692452323395,1.096516250335751,0.316696212731668,2.246228847703465,0.3052323395111469,3.630862207896858,0.3043781896320172,5.198818157399947
1.4,0.0004105123870660547,16.42049548264219,16.42049548264219,209.947,155.019,110.907,74.7247,45.8214,22.8263,12.2471,10.3507,9.85276,9.81582,9.82686,9.86548,10.3657,12.4353,16.1268,24.0303,42.3697,89.5571,146.592,212.271,2.323999999999984,8.426999999999992,21.34989999999999,32.355,21.7911,6.6995,0.1882000000000001,0.01500000000000057,0.01271999999999984,0.01103999999999949,0.5504265568971441,2.793996240190177,10.65023612706714,27.63155197857455,31.19623430782644,17.19888789338975,0.7624866301494188,0.07240640265683501,0.0645087999740334,0.05620414322281631,5.639188826215419,0.2639500402900887,4.163819500402901,0.2649873757722267,2.978968573730862,0.278423314531292,2.007109857641687,0.3340128928283643,1.230765511684126,0.4331668009669621,0.6131157668546872,0.6454552780016116,0.3289578297072254,1.138052645715821,0.27802041364491,2.405508998119796,0.2646457158205748,3.937469782433522,0.2636535052377116,5.701611603545528
1.6,0.0004691570137897768,18.76628055159107,18.766280551591073,222.337,161.095,113.529,75.656,45.9887,22.3901,11.2321,9.15032,8.58953,8.54794,8.55812,8.60061,9.15958,11.3993,15.3491,23.7738,43.4294,94.2768,156.14,228.685,6.348000000000013,4.955000000000013,19.2522,32.2266,22.2149,7.041,0.1671999999999993,0.00925999999999938,0.01107999999999976,0.01018000000000008,1.407470145580485,1.561933582360084,9.2645152348972,27.06175568121701,31.84361225586812,18.6569932589986,0.7387965393214709,0.05057373333551456,0.06445555417233227,0.05951107385336003,5.971984958366908,0.2298716089175397,4.327021219446683,0.2310128928283642,3.049395648670427,0.2460268600590922,2.032124630674188,0.3061858716089176,1.235259199570239,0.4122777330110127,0.6013994090787,0.6385656728444804,0.3016948697287135,1.166516250335751,0.245778135911899,2.532280419016922,0.2307152833736234,4.193929626645178,0.2295981735159818,6.14249261348375
1.8,0.000527801640513499,21.11206562053996,21.11206562053996,233.909,166.298,115.374,76.0134,45.833,21.9087,10.3677,8.14208,7.52714,7.48139,7.49072,7.53663,8.14617,10.5149,14.6383,23.4308,44.0988,98.0351,164.205,243.292,9.38300000000001,2.092999999999989,17.3389,31.91460000000001,22.4022,7.2704,0.1472000000000016,0.004089999999999705,0.009489999999999554,0.009329999999999394,1.966257405160511,0.6332771563344324,8.124723828552764,26.57065643623213,32.34330198458646,19.89328809478206,0.704893068870742,0.0251101253971403,0.06299883760837795,0.06231586596678353,6.282809562181037,0.2012011818426001,4.466774106903036,0.2024343271555198,3.098952457695407,0.2188066075745367,2.041724415793715,0.2824308353478378,1.231077088369595,0.3931856030083266,0.5884689766317486,0.6293526725758798,0.2784770346494762,1.184496373892023,0.2186967499328499,2.633228579102874,0.2021794251947354,4.410556003223208,0.2009505774912705,6.534837496642493
2.0,0.0005864462672372211,23.45785068948884,23.457850689488843,244.926,170.896,116.677,75.9656,45.4468,21.3933,9.6195,7.28781,6.62725,6.57786,6.58636,6.63525,7.2873,9.74789,13.9768,23.0181,44.4604,101.034,171.094,256.478,11.55200000000002,0.1980000000000075,15.643,31.50519999999999,22.4287,7.416499999999999,0.1283899999999996,0.0005100000000002325,0.008000000000000007,0.00849999999999973,2.303930562979159,0.05789642972016945,7.185213425136993,26.16146014980153,32.75941394787695,20.96827546430459,0.6629184417724823,0.003499115958646161,0.06032045240339308,0.06456896040934997,6.578726833199033,0.1769100188020414,4.590276658608649,0.1782232070910556,3.133951114692453,0.195737308622079,2.040440504969111,0.2618289014235832,1.220703733548214,0.3754176739188827,0.5746253021756649,0.6182675261885576,0.2583803384367446,1.194208971259737,0.195751007252216,2.713779210314263,0.1780083266183186,4.595594950308891,0.1766817082997583,6.889014235831319
2.2,0.0006450908939609432,25.80363575843773,25.80363575843773,255.534,175.055,117.59,75.6254,44.8939,20.8534,8.96196,6.55761,5.85962,5.80709,5.8148,5.866235,6.55308,9.07305,13.3538,22.5516,44.5821,103.432,177.043,268.539,13.005,1.988,14.158,31.0433,22.3423,7.499600000000001,0.1110900000000008,0.004530000000000811,0.006615000000000038,0.007710000000000328,2.481524520438946,0.5646155331754227,6.405697170417425,25.82476135016534,33.12645024501264,21.9240393835216,0.6159686077246467,0.03455195721964909,0.05641379669115845,0.06634032846637103,6.863658340048349,0.1561858716089176,4.701987644372818,0.1575674187483213,3.158474348643567,0.1760161160354553,2.031302712865969,0.2437026591458502,1.205852806876175,0.3586838571044856,0.5601235562718239,0.6057373086220791,0.2407187751813054,1.197477840451249,0.1761377921031426,2.778189632017191,0.1573897394574268,4.755385441847973,0.1559787805533172,7.212973408541499
